Trade ID,Entry Time,Entry Price,Exit Time,Exit Price,Quantity,PnL,Status
T202607280180,2026-07-28 17:31:24.842037,100,2026-07-28 17:31:24.842061,120,65,1300,CLOSED
T202607280184,2026-07-28 17:31:24.842703,100,2026-07-28 17:31:24.842727,90,65,-650,CLOSED
T202607280200,2026-07-28 17:31:24.844897,100,2026-07-28 17:31:24.844938,121,65,1365,CLOSED
T202607280212,2026-07-28 17:31:24.847041,100,2026-07-28 17:31:24.847067,121,65,1365,CLOSED
T202607280148,2026-07-28 17:34:17.391234,100,2026-07-28 17:34:17.391262,121,65,1365,CLOSED
T202607280152,2026-07-28 17:34:17.391983,100,2026-07-28 17:34:17.392010,89,65,-715,CLOSED
T202607280156,2026-07-28 17:34:17.392653,100,2026-07-28 17:34:17.392677,105,65,325,CLOSED
T202607280168,2026-07-28 17:34:17.394526,100,2026-07-28 17:34:17.394550,121,65,1365,CLOSED
T202607280172,2026-07-28 17:34:17.395193,100,2026-07-28 17:34:17.395218,121,65,1365,CLOSED
T202607280176,2026-07-28 17:34:17.395851,100,2026-07-28 17:34:17.395875,89,65,-715,CLOSED
T202607280180,2026-07-28 17:34:17.396492,100,2026-07-28 17:34:17.396516,120,65,1300,CLOSED
T202607280184,2026-07-28 17:34:17.397153,100,2026-07-28 17:34:17.397180,90,65,-650,CLOSED
T202607280200,2026-07-28 17:34:17.399266,100,2026-07-28 17:34:17.399310,121,65,1365,CLOSED
T202607280212,2026-07-28 17:34:17.401379,100,2026-07-28 17:34:17.401403,121,65,1365,CLOSED
T202607280148,2026-07-28 17:36:19.194337,100,2026-07-28 17:36:19.194366,121,65,1365,CLOSED
T202607280152,2026-07-28 17:36:19.195072,100,2026-07-28 17:36:19.195098,89,65,-715,CLOSED
T202607280156,2026-07-28 17:36:19.195744,100,2026-07-28 17:36:19.195769,105,65,325,CLOSED
T202607280168,2026-07-28 17:36:19.197660,100,2026-07-28 17:36:19.197684,121,65,1365,CLOSED
T202607280172,2026-07-28 17:36:19.198375,100,2026-07-28 17:36:19.198402,121,65,1365,CLOSED
T202607280176,2026-07-28 17:36:19.199095,100,2026-07-28 17:36:19.199121,89,65,-715,CLOSED
T202607280180,2026-07-28 17:36:19.199793,100,2026-07-28 17:36:19.199818,120,65,1300,CLOSED
T202607280184,2026-07-28 17:36:19.200474,100,2026-07-28 17:36:19.200497,90,65,-650,CLOSED
T202607280200,2026-07-28 17:36:19.202638,100,2026-07-28 17:36:19.202678,121,65,1365,CLOSED
T202607280212,2026-07-28 17:36:19.204763,100,2026-07-28 17:36:19.204790,121,65,1365,CLOSED
T202607280148,2026-07-28 17:38:04.867149,100,2026-07-28 17:38:04.867179,121,65,1365,CLOSED
T202607280152,2026-07-28 17:38:04.867904,100,2026-07-28 17:38:04.867930,89,65,-715,CLOSED
T202607280156,2026-07-28 17:38:04.868575,100,2026-07-28 17:38:04.868600,105,65,325,CLOSED
T202607280168,2026-07-28 17:38:04.870448,100,2026-07-28 17:38:04.870471,121,65,1365,CLOSED
T202607280172,2026-07-28 17:38:04.871088,100,2026-07-28 17:38:04.871111,121,65,1365,CLOSED
T202607280176,2026-07-28 17:38:04.871768,100,2026-07-28 17:38:04.871791,89,65,-715,CLOSED
T202607280180,2026-07-28 17:38:04.872423,100,2026-07-28 17:38:04.872446,120,65,1300,CLOSED
T202607280184,2026-07-28 17:38:04.873068,100,2026-07-28 17:38:04.873095,90,65,-650,CLOSED
T202607280200,2026-07-28 17:38:04.875194,100,2026-07-28 17:38:04.875233,121,65,1365,CLOSED
T202607280212,2026-07-28 17:38:04.877282,100,2026-07-28 17:38:04.877306,121,65,1365,CLOSED
T202607280148,2026-07-28 17:39:57.984620,100,2026-07-28 17:39:57.984650,121,65,1365,CLOSED
T202607280152,2026-07-28 17:39:57.985357,100,2026-07-28 17:39:57.985384,89,65,-715,CLOSED
T202607280156,2026-07-28 17:39:57.986026,100,2026-07-28 17:39:57.986051,105,65,325,CLOSED
T202607280168,2026-07-28 17:39:57.987910,100,2026-07-28 17:39:57.987934,121,65,1365,CLOSED
T202607280172,2026-07-28 17:39:57.988557,100,2026-07-28 17:39:57.988580,121,65,1365,CLOSED
T202607280176,2026-07-28 17:39:57.989201,100,2026-07-28 17:39:57.989224,89,65,-715,CLOSED
T202607280180,2026-07-28 17:39:57.989838,100,2026-07-28 17:39:57.989861,120,65,1300,CLOSED
T202607280184,2026-07-28 17:39:57.990504,100,2026-07-28 17:39:57.990529,90,65,-650,CLOSED
T202607280200,2026-07-28 17:39:57.992621,100,2026-07-28 17:39:57.992667,121,65,1365,CLOSED
T202607280212,2026-07-28 17:39:57.994717,100,2026-07-28 17:39:57.994741,121,65,1365,CLOSED
T202607280148,2026-07-28 17:42:15.632302,100,2026-07-28 17:42:15.632330,121,65,1365,CLOSED
T202607280152,2026-07-28 17:42:15.633083,100,2026-07-28 17:42:15.633111,89,65,-715,CLOSED
T202607280156,2026-07-28 17:42:15.633773,100,2026-07-28 17:42:15.633798,105,65,325,CLOSED
T202607280168,2026-07-28 17:42:15.635655,100,2026-07-28 17:42:15.635679,121,65,1365,CLOSED
T202607280172,2026-07-28 17:42:15.636327,100,2026-07-28 17:42:15.636352,121,65,1365,CLOSED
T202607280176,2026-07-28 17:42:15.636999,100,2026-07-28 17:42:15.637023,89,65,-715,CLOSED
T202607280180,2026-07-28 17:42:15.637643,100,2026-07-28 17:42:15.637670,120,65,1300,CLOSED
T202607280184,2026-07-28 17:42:15.638315,100,2026-07-28 17:42:15.638339,90,65,-650,CLOSED
T202607280200,2026-07-28 17:42:15.640452,100,2026-07-28 17:42:15.640493,121,65,1365,CLOSED
T202607280212,2026-07-28 17:42:15.642699,100,2026-07-28 17:42:15.642724,121,65,1365,CLOSED
T202607280148,2026-07-28 17:43:47.202680,100,2026-07-28 17:43:47.202713,121,65,1365,CLOSED
T202607280152,2026-07-28 17:43:47.203439,100,2026-07-28 17:43:47.203466,89,65,-715,CLOSED
T202607280156,2026-07-28 17:43:47.204124,100,2026-07-28 17:43:47.204150,105,65,325,CLOSED
T202607280168,2026-07-28 17:43:47.205981,100,2026-07-28 17:43:47.206005,121,65,1365,CLOSED
T202607280172,2026-07-28 17:43:47.206665,100,2026-07-28 17:43:47.206694,121,65,1365,CLOSED
T202607280176,2026-07-28 17:43:47.207331,100,2026-07-28 17:43:47.207355,89,65,-715,CLOSED
T202607280180,2026-07-28 17:43:47.207985,100,2026-07-28 17:43:47.208008,120,65,1300,CLOSED
T202607280184,2026-07-28 17:43:47.208625,100,2026-07-28 17:43:47.208648,90,65,-650,CLOSED
T202607280200,2026-07-28 17:43:47.210761,100,2026-07-28 17:43:47.210801,121,65,1365,CLOSED
T202607280212,2026-07-28 17:43:47.212993,100,2026-07-28 17:43:47.213017,121,65,1365,CLOSED
T202607280148,2026-07-28 17:45:14.791831,100,2026-07-28 17:45:14.791860,121,65,1365,CLOSED
T202607280152,2026-07-28 17:45:14.792562,100,2026-07-28 17:45:14.792589,89,65,-715,CLOSED
T202607280156,2026-07-28 17:45:14.793231,100,2026-07-28 17:45:14.793256,105,65,325,CLOSED
T202607280168,2026-07-28 17:45:14.795099,100,2026-07-28 17:45:14.795123,121,65,1365,CLOSED
T202607280172,2026-07-28 17:45:14.795755,100,2026-07-28 17:45:14.795779,121,65,1365,CLOSED
T202607280176,2026-07-28 17:45:14.796396,100,2026-07-28 17:45:14.796420,89,65,-715,CLOSED
T202607280180,2026-07-28 17:45:14.797073,100,2026-07-28 17:45:14.797097,120,65,1300,CLOSED
T202607280184,2026-07-28 17:45:14.797731,100,2026-07-28 17:45:14.797767,90,65,-650,CLOSED
T202607280200,2026-07-28 17:45:14.799896,100,2026-07-28 17:45:14.799937,121,65,1365,CLOSED
T202607280212,2026-07-28 17:45:14.802002,100,2026-07-28 17:45:14.802026,121,65,1365,CLOSED
T202607280148,2026-07-28 17:49:52.883129,100,2026-07-28 17:49:52.883157,121,65,1365,CLOSED
T202607280152,2026-07-28 17:49:52.883889,100,2026-07-28 17:49:52.883916,89,65,-715,CLOSED
T202607280156,2026-07-28 17:49:52.884561,100,2026-07-28 17:49:52.884587,105,65,325,CLOSED
T202607280168,2026-07-28 17:49:52.886444,100,2026-07-28 17:49:52.886469,121,65,1365,CLOSED
T202607280172,2026-07-28 17:49:52.887108,100,2026-07-28 17:49:52.887132,121,65,1365,CLOSED
T202607280176,2026-07-28 17:49:52.887768,100,2026-07-28 17:49:52.887792,89,65,-715,CLOSED
T202607280180,2026-07-28 17:49:52.888429,100,2026-07-28 17:49:52.888458,120,65,1300,CLOSED
T202607280184,2026-07-28 17:49:52.889128,100,2026-07-28 17:49:52.889153,90,65,-650,CLOSED
T202607280200,2026-07-28 17:49:52.891279,100,2026-07-28 17:49:52.891434,121,65,1365,CLOSED
T202607280212,2026-07-28 17:49:52.893583,100,2026-07-28 17:49:52.893609,121,65,1365,CLOSED
T202607280148,2026-07-28 17:52:05.454045,100,2026-07-28 17:52:05.454073,121,65,1365,CLOSED
T202607280152,2026-07-28 17:52:05.454817,100,2026-07-28 17:52:05.454845,89,65,-715,CLOSED
T202607280156,2026-07-28 17:52:05.455511,100,2026-07-28 17:52:05.455540,105,65,325,CLOSED
T202607280168,2026-07-28 17:52:05.457440,100,2026-07-28 17:52:05.457465,121,65,1365,CLOSED
T202607280172,2026-07-28 17:52:05.458162,100,2026-07-28 17:52:05.458186,121,65,1365,CLOSED
T202607280176,2026-07-28 17:52:05.458836,100,2026-07-28 17:52:05.458859,89,65,-715,CLOSED
T202607280180,2026-07-28 17:52:05.459494,100,2026-07-28 17:52:05.459521,120,65,1300,CLOSED
T202607280184,2026-07-28 17:52:05.460164,100,2026-07-28 17:52:05.460191,90,65,-650,CLOSED
T202607280200,2026-07-28 17:52:05.462387,100,2026-07-28 17:52:05.462558,121,65,1365,CLOSED
T202607280212,2026-07-28 17:52:05.464708,100,2026-07-28 17:52:05.464732,121,65,1365,CLOSED
T202607280148,2026-07-28 17:55:23.664246,100,2026-07-28 17:55:23.664275,121,65,1365,CLOSED
T202607280152,2026-07-28 17:55:23.664984,100,2026-07-28 17:55:23.665010,89,65,-715,CLOSED
T202607280156,2026-07-28 17:55:23.665707,100,2026-07-28 17:55:23.665731,105,65,325,CLOSED
T202607280168,2026-07-28 17:55:23.667590,100,2026-07-28 17:55:23.667614,121,65,1365,CLOSED
T202607280172,2026-07-28 17:55:23.668296,100,2026-07-28 17:55:23.668323,121,65,1365,CLOSED
T202607280176,2026-07-28 17:55:23.668970,100,2026-07-28 17:55:23.668994,89,65,-715,CLOSED
T202607280180,2026-07-28 17:55:23.669620,100,2026-07-28 17:55:23.669643,120,65,1300,CLOSED
T202607280184,2026-07-28 17:55:23.670281,100,2026-07-28 17:55:23.670304,90,65,-650,CLOSED
T202607280200,2026-07-28 17:55:23.672434,100,2026-07-28 17:55:23.672474,121,65,1365,CLOSED
T202607280212,2026-07-28 17:55:23.674577,100,2026-07-28 17:55:23.674602,121,65,1365,CLOSED
T202607280148,2026-07-28 17:56:10.623037,100,2026-07-28 17:56:10.623066,121,65,1365,CLOSED
T202607280152,2026-07-28 17:56:10.623786,100,2026-07-28 17:56:10.623813,89,65,-715,CLOSED
T202607280156,2026-07-28 17:56:10.624464,100,2026-07-28 17:56:10.624489,105,65,325,CLOSED
T202607280168,2026-07-28 17:56:10.626346,100,2026-07-28 17:56:10.626371,121,65,1365,CLOSED
T202607280172,2026-07-28 17:56:10.627014,100,2026-07-28 17:56:10.627038,121,65,1365,CLOSED
T202607280176,2026-07-28 17:56:10.627698,100,2026-07-28 17:56:10.627723,89,65,-715,CLOSED
T202607280180,2026-07-28 17:56:10.628344,100,2026-07-28 17:56:10.628372,120,65,1300,CLOSED
T202607280184,2026-07-28 17:56:10.629032,100,2026-07-28 17:56:10.629058,90,65,-650,CLOSED
T202607280200,2026-07-28 17:56:10.631223,100,2026-07-28 17:56:10.631278,121,65,1365,CLOSED
T202607280212,2026-07-28 17:56:10.633387,100,2026-07-28 17:56:10.633412,121,65,1365,CLOSED
T202607280148,2026-07-28 17:56:33.691277,100,2026-07-28 17:56:33.691306,121,65,1365,CLOSED
T202607280152,2026-07-28 17:56:33.692005,100,2026-07-28 17:56:33.692031,89,65,-715,CLOSED
T202607280156,2026-07-28 17:56:33.692695,100,2026-07-28 17:56:33.692721,105,65,325,CLOSED
T202607280168,2026-07-28 17:56:33.694544,100,2026-07-28 17:56:33.694569,121,65,1365,CLOSED
T202607280172,2026-07-28 17:56:33.695248,100,2026-07-28 17:56:33.695274,121,65,1365,CLOSED
T202607280176,2026-07-28 17:56:33.695914,100,2026-07-28 17:56:33.695953,89,65,-715,CLOSED
T202607280180,2026-07-28 17:56:33.696575,100,2026-07-28 17:56:33.696599,120,65,1300,CLOSED
T202607280184,2026-07-28 17:56:33.697257,100,2026-07-28 17:56:33.697282,90,65,-650,CLOSED
T202607280200,2026-07-28 17:56:33.699404,100,2026-07-28 17:56:33.699448,121,65,1365,CLOSED
T202607280212,2026-07-28 17:56:33.701524,100,2026-07-28 17:56:33.701548,121,65,1365,CLOSED
T202607280148,2026-07-28 17:59:10.502770,100,2026-07-28 17:59:10.502800,121,65,1365,CLOSED
T202607280152,2026-07-28 17:59:10.503507,100,2026-07-28 17:59:10.503534,89,65,-715,CLOSED
T202607280156,2026-07-28 17:59:10.504179,100,2026-07-28 17:59:10.504208,105,65,325,CLOSED
T202607280168,2026-07-28 17:59:10.506063,100,2026-07-28 17:59:10.506087,121,65,1365,CLOSED
T202607280172,2026-07-28 17:59:10.506717,100,2026-07-28 17:59:10.506742,121,65,1365,CLOSED
T202607280176,2026-07-28 17:59:10.507360,100,2026-07-28 17:59:10.507385,89,65,-715,CLOSED
T202607280180,2026-07-28 17:59:10.508070,100,2026-07-28 17:59:10.508098,120,65,1300,CLOSED
T202607280184,2026-07-28 17:59:10.508749,100,2026-07-28 17:59:10.508773,90,65,-650,CLOSED
T202607280200,2026-07-28 17:59:10.510923,100,2026-07-28 17:59:10.510963,121,65,1365,CLOSED
T202607280212,2026-07-28 17:59:10.513176,100,2026-07-28 17:59:10.513200,121,65,1365,CLOSED
T202607280148,2026-07-28 18:06:05.324136,100,2026-07-28 18:06:05.324164,121,65,1365,CLOSED
T202607280152,2026-07-28 18:06:05.324864,100,2026-07-28 18:06:05.324889,89,65,-715,CLOSED
T202607280156,2026-07-28 18:06:05.325563,100,2026-07-28 18:06:05.325588,105,65,325,CLOSED
T202607280168,2026-07-28 18:06:05.327435,100,2026-07-28 18:06:05.327459,121,65,1365,CLOSED
T202607280172,2026-07-28 18:06:05.328124,100,2026-07-28 18:06:05.328152,121,65,1365,CLOSED
T202607280176,2026-07-28 18:06:05.328801,100,2026-07-28 18:06:05.328829,89,65,-715,CLOSED
T202607280180,2026-07-28 18:06:05.329459,100,2026-07-28 18:06:05.329483,120,65,1300,CLOSED
T202607280184,2026-07-28 18:06:05.330116,100,2026-07-28 18:06:05.330140,90,65,-650,CLOSED
T202607280200,2026-07-28 18:06:05.332277,100,2026-07-28 18:06:05.332317,121,65,1365,CLOSED
T202607280212,2026-07-28 18:06:05.334386,100,2026-07-28 18:06:05.334410,121,65,1365,CLOSED
T202607280148,2026-07-28 18:13:31.623503,100,2026-07-28 18:13:31.623534,121,65,1365,CLOSED
T202607280152,2026-07-28 18:13:31.624276,100,2026-07-28 18:13:31.624306,89,65,-715,CLOSED
T202607280156,2026-07-28 18:13:31.625037,100,2026-07-28 18:13:31.625065,105,65,325,CLOSED
T202607280168,2026-07-28 18:13:31.627056,100,2026-07-28 18:13:31.627087,121,65,1365,CLOSED
T202607280172,2026-07-28 18:13:31.627766,100,2026-07-28 18:13:31.627791,121,65,1365,CLOSED
T202607280176,2026-07-28 18:13:31.628429,100,2026-07-28 18:13:31.628453,89,65,-715,CLOSED
T202607280180,2026-07-28 18:13:31.629089,100,2026-07-28 18:13:31.629113,120,65,1300,CLOSED
T202607280184,2026-07-28 18:13:31.629759,100,2026-07-28 18:13:31.629784,90,65,-650,CLOSED
T202607280200,2026-07-28 18:13:31.631921,100,2026-07-28 18:13:31.631962,121,65,1365,CLOSED
T202607280212,2026-07-28 18:13:31.634218,100,2026-07-28 18:13:31.634242,121,65,1365,CLOSED
T202607280148,2026-07-28 18:15:16.786910,100,2026-07-28 18:15:16.786952,121,65,1365,CLOSED
T202607280152,2026-07-28 18:15:16.788570,100,2026-07-28 18:15:16.788605,89,65,-715,CLOSED
T202607280156,2026-07-28 18:15:16.790170,100,2026-07-28 18:15:16.790203,105,65,325,CLOSED
T202607280168,2026-07-28 18:15:16.794794,100,2026-07-28 18:15:16.794825,121,65,1365,CLOSED
T202607280172,2026-07-28 18:15:16.796390,100,2026-07-28 18:15:16.796421,121,65,1365,CLOSED
T202607280176,2026-07-28 18:15:16.797938,100,2026-07-28 18:15:16.797970,89,65,-715,CLOSED
T202607280180,2026-07-28 18:15:16.799501,100,2026-07-28 18:15:16.799536,120,65,1300,CLOSED
T202607280184,2026-07-28 18:15:16.801055,100,2026-07-28 18:15:16.801085,90,65,-650,CLOSED
T202607280200,2026-07-28 18:15:16.805859,100,2026-07-28 18:15:16.805921,121,65,1365,CLOSED
T202607280212,2026-07-28 18:15:16.810709,100,2026-07-28 18:15:16.810743,121,65,1365,CLOSED
T202607280148,2026-07-28 18:20:56.210118,100,2026-07-28 18:20:56.210145,121,65,1365,CLOSED
T202607280152,2026-07-28 18:20:56.210880,100,2026-07-28 18:20:56.210905,89,65,-715,CLOSED
T202607280156,2026-07-28 18:20:56.211559,100,2026-07-28 18:20:56.211584,105,65,325,CLOSED
T202607280168,2026-07-28 18:20:56.213456,100,2026-07-28 18:20:56.213481,121,65,1365,CLOSED
T202607280172,2026-07-28 18:20:56.214132,100,2026-07-28 18:20:56.214157,121,65,1365,CLOSED
T202607280176,2026-07-28 18:20:56.214788,100,2026-07-28 18:20:56.214811,89,65,-715,CLOSED
T202607280180,2026-07-28 18:20:56.215429,100,2026-07-28 18:20:56.215452,120,65,1300,CLOSED
T202607280184,2026-07-28 18:20:56.216136,100,2026-07-28 18:20:56.216163,90,65,-650,CLOSED
T202607280200,2026-07-28 18:20:56.218329,100,2026-07-28 18:20:56.218372,121,65,1365,CLOSED
T202607280212,2026-07-28 18:20:56.221308,100,2026-07-28 18:20:56.221335,121,65,1365,CLOSED
T202607280148,2026-07-28 18:21:25.327253,100,2026-07-28 18:21:25.327298,121,65,1365,CLOSED
T202607280152,2026-07-28 18:21:25.328870,100,2026-07-28 18:21:25.328903,89,65,-715,CLOSED
T202607280156,2026-07-28 18:21:25.330409,100,2026-07-28 18:21:25.330441,105,65,325,CLOSED
T202607280168,2026-07-28 18:21:25.334978,100,2026-07-28 18:21:25.335008,121,65,1365,CLOSED
T202607280172,2026-07-28 18:21:25.336517,100,2026-07-28 18:21:25.336553,121,65,1365,CLOSED
T202607280176,2026-07-28 18:21:25.338060,100,2026-07-28 18:21:25.338091,89,65,-715,CLOSED
T202607280180,2026-07-28 18:21:25.339559,100,2026-07-28 18:21:25.339589,120,65,1300,CLOSED
T202607280184,2026-07-28 18:21:25.341119,100,2026-07-28 18:21:25.341148,90,65,-650,CLOSED
T202607280200,2026-07-28 18:21:25.345912,100,2026-07-28 18:21:25.345976,121,65,1365,CLOSED
T202607280212,2026-07-28 18:21:25.350667,100,2026-07-28 18:21:25.350703,121,65,1365,CLOSED
T202607290148,2026-07-29 09:17:46.282185,100,2026-07-29 09:17:46.282218,121,65,1365,CLOSED
T202607290152,2026-07-29 09:17:46.282926,100,2026-07-29 09:17:46.282952,89,65,-715,CLOSED
T202607290156,2026-07-29 09:17:46.283646,100,2026-07-29 09:17:46.283671,105,65,325,CLOSED
T202607290168,2026-07-29 09:17:46.285539,100,2026-07-29 09:17:46.285567,121,65,1365,CLOSED
T202607290172,2026-07-29 09:17:46.286201,100,2026-07-29 09:17:46.286224,121,65,1365,CLOSED
T202607290176,2026-07-29 09:17:46.287072,100,2026-07-29 09:17:46.287098,89,65,-715,CLOSED
T202607290180,2026-07-29 09:17:46.287761,100,2026-07-29 09:17:46.287786,120,65,1300,CLOSED
T202607290184,2026-07-29 09:17:46.288441,100,2026-07-29 09:17:46.288466,90,65,-650,CLOSED
T202607290200,2026-07-29 09:17:46.290702,100,2026-07-29 09:17:46.290750,121,65,1365,CLOSED
T202607290212,2026-07-29 09:17:46.292844,100,2026-07-29 09:17:46.292870,121,65,1365,CLOSED
T202607290148,2026-07-29 09:32:11.148490,100,2026-07-29 09:32:11.148519,121,65,1365,CLOSED
T202607290152,2026-07-29 09:32:11.149221,100,2026-07-29 09:32:11.149249,89,65,-715,CLOSED
T202607290156,2026-07-29 09:32:11.149897,100,2026-07-29 09:32:11.149923,105,65,325,CLOSED
T202607290168,2026-07-29 09:32:11.151767,100,2026-07-29 09:32:11.151792,121,65,1365,CLOSED
T202607290172,2026-07-29 09:32:11.152416,100,2026-07-29 09:32:11.152440,121,65,1365,CLOSED
T202607290176,2026-07-29 09:32:11.153061,100,2026-07-29 09:32:11.153085,89,65,-715,CLOSED
T202607290180,2026-07-29 09:32:11.153718,100,2026-07-29 09:32:11.153744,120,65,1300,CLOSED
T202607290184,2026-07-29 09:32:11.154392,100,2026-07-29 09:32:11.154416,90,65,-650,CLOSED
T202607290200,2026-07-29 09:32:11.156575,100,2026-07-29 09:32:11.156622,121,65,1365,CLOSED
T202607290212,2026-07-29 09:32:11.158816,100,2026-07-29 09:32:11.158841,121,65,1365,CLOSED
T202607290148,2026-07-29 09:44:49.243536,100,2026-07-29 09:44:49.243566,121,65,1365,CLOSED
T202607290152,2026-07-29 09:44:49.244262,100,2026-07-29 09:44:49.244290,89,65,-715,CLOSED
T202607290156,2026-07-29 09:44:49.244934,100,2026-07-29 09:44:49.244960,105,65,325,CLOSED
T202607290168,2026-07-29 09:44:49.246806,100,2026-07-29 09:44:49.246834,121,65,1365,CLOSED
T202607290172,2026-07-29 09:44:49.247446,100,2026-07-29 09:44:49.247471,121,65,1365,CLOSED
T202607290176,2026-07-29 09:44:49.248122,100,2026-07-29 09:44:49.248152,89,65,-715,CLOSED
T202607290180,2026-07-29 09:44:49.248779,100,2026-07-29 09:44:49.248804,120,65,1300,CLOSED
T202607290184,2026-07-29 09:44:49.249424,100,2026-07-29 09:44:49.249448,90,65,-650,CLOSED
T202607290200,2026-07-29 09:44:49.251564,100,2026-07-29 09:44:49.251609,121,65,1365,CLOSED
T202607290212,2026-07-29 09:44:49.253820,100,2026-07-29 09:44:49.253846,121,65,1365,CLOSED
T202607290148,2026-07-29 09:49:38.637323,100,2026-07-29 09:49:38.637352,121,65,1365,CLOSED
T202607290152,2026-07-29 09:49:38.638073,100,2026-07-29 09:49:38.638101,89,65,-715,CLOSED
T202607290156,2026-07-29 09:49:38.638740,100,2026-07-29 09:49:38.638765,105,65,325,CLOSED
T202607290168,2026-07-29 09:49:38.640591,100,2026-07-29 09:49:38.640615,121,65,1365,CLOSED
T202607290172,2026-07-29 09:49:38.641241,100,2026-07-29 09:49:38.641265,121,65,1365,CLOSED
T202607290176,2026-07-29 09:49:38.641878,100,2026-07-29 09:49:38.641902,89,65,-715,CLOSED
T202607290180,2026-07-29 09:49:38.642513,100,2026-07-29 09:49:38.642535,120,65,1300,CLOSED
T202607290184,2026-07-29 09:49:38.643188,100,2026-07-29 09:49:38.643212,90,65,-650,CLOSED
T202607290200,2026-07-29 09:49:38.645364,100,2026-07-29 09:49:38.645409,121,65,1365,CLOSED
T202607290212,2026-07-29 09:49:38.647587,100,2026-07-29 09:49:38.647612,121,65,1365,CLOSED
T202607290148,2026-07-29 09:50:51.324682,100,2026-07-29 09:50:51.324716,121,65,1365,CLOSED
T202607290152,2026-07-29 09:50:51.325438,100,2026-07-29 09:50:51.325466,89,65,-715,CLOSED
T202607290156,2026-07-29 09:50:51.326116,100,2026-07-29 09:50:51.326140,105,65,325,CLOSED
T202607290168,2026-07-29 09:50:51.328001,100,2026-07-29 09:50:51.328025,121,65,1365,CLOSED
T202607290172,2026-07-29 09:50:51.328681,100,2026-07-29 09:50:51.328713,121,65,1365,CLOSED
T202607290176,2026-07-29 09:50:51.329346,100,2026-07-29 09:50:51.329375,89,65,-715,CLOSED
T202607290180,2026-07-29 09:50:51.330002,100,2026-07-29 09:50:51.330025,120,65,1300,CLOSED
T202607290184,2026-07-29 09:50:51.330646,100,2026-07-29 09:50:51.330670,90,65,-650,CLOSED
T202607290200,2026-07-29 09:50:51.332822,100,2026-07-29 09:50:51.332863,121,65,1365,CLOSED
T202607290212,2026-07-29 09:50:51.335139,100,2026-07-29 09:50:51.335164,121,65,1365,CLOSED
T202607290148,2026-07-29 09:53:15.578547,100,2026-07-29 09:53:15.578577,121,65,1365,CLOSED
T202607290152,2026-07-29 09:53:15.579304,100,2026-07-29 09:53:15.579331,89,65,-715,CLOSED
T202607290156,2026-07-29 09:53:15.579980,100,2026-07-29 09:53:15.580011,105,65,325,CLOSED
T202607290168,2026-07-29 09:53:15.581848,100,2026-07-29 09:53:15.581873,121,65,1365,CLOSED
T202607290172,2026-07-29 09:53:15.582495,100,2026-07-29 09:53:15.582520,121,65,1365,CLOSED
T202607290176,2026-07-29 09:53:15.583180,100,2026-07-29 09:53:15.583205,89,65,-715,CLOSED
T202607290180,2026-07-29 09:53:15.583845,100,2026-07-29 09:53:15.583873,120,65,1300,CLOSED
T202607290184,2026-07-29 09:53:15.584497,100,2026-07-29 09:53:15.584521,90,65,-650,CLOSED
T202607290200,2026-07-29 09:53:15.586656,100,2026-07-29 09:53:15.586723,121,65,1365,CLOSED
T202607290212,2026-07-29 09:53:15.588954,100,2026-07-29 09:53:15.588980,121,65,1365,CLOSED
T202607290148,2026-07-29 09:53:28.380416,100,2026-07-29 09:53:28.380446,121,65,1365,CLOSED
T202607290152,2026-07-29 09:53:28.381167,100,2026-07-29 09:53:28.381194,89,65,-715,CLOSED
T202607290156,2026-07-29 09:53:28.381842,100,2026-07-29 09:53:28.381867,105,65,325,CLOSED
T202607290168,2026-07-29 09:53:28.383706,100,2026-07-29 09:53:28.383731,121,65,1365,CLOSED
T202607290172,2026-07-29 09:53:28.384358,100,2026-07-29 09:53:28.384382,121,65,1365,CLOSED
T202607290176,2026-07-29 09:53:28.385002,100,2026-07-29 09:53:28.385026,89,65,-715,CLOSED
T202607290180,2026-07-29 09:53:28.385641,100,2026-07-29 09:53:28.385671,120,65,1300,CLOSED
T202607290184,2026-07-29 09:53:28.386293,100,2026-07-29 09:53:28.386315,90,65,-650,CLOSED
T202607290200,2026-07-29 09:53:28.388394,100,2026-07-29 09:53:28.388435,121,65,1365,CLOSED
T202607290212,2026-07-29 09:53:28.390680,100,2026-07-29 09:53:28.390710,121,65,1365,CLOSED
T202607290148,2026-07-29 09:54:27.039584,100,2026-07-29 09:54:27.039613,121,65,1365,CLOSED
T202607290152,2026-07-29 09:54:27.040358,100,2026-07-29 09:54:27.040385,89,65,-715,CLOSED
T202607290156,2026-07-29 09:54:27.041049,100,2026-07-29 09:54:27.041074,105,65,325,CLOSED
T202607290168,2026-07-29 09:54:27.042906,100,2026-07-29 09:54:27.042931,121,65,1365,CLOSED
T202607290172,2026-07-29 09:54:27.043586,100,2026-07-29 09:54:27.043612,121,65,1365,CLOSED
T202607290176,2026-07-29 09:54:27.044240,100,2026-07-29 09:54:27.044270,89,65,-715,CLOSED
T202607290180,2026-07-29 09:54:27.044892,100,2026-07-29 09:54:27.044916,120,65,1300,CLOSED
T202607290184,2026-07-29 09:54:27.045536,100,2026-07-29 09:54:27.045559,90,65,-650,CLOSED
T202607290200,2026-07-29 09:54:27.047633,100,2026-07-29 09:54:27.047676,121,65,1365,CLOSED
